text_id,x,y,content,font_size,color,object_id,related_element_id
TXT-TMP_525490b3-3e86-4ec7-b898-535815200048,449.8035,75.2576,开关00083,0.6425,"rgb(255,255,255)",TXT_TMP00044138,TMP_525490b3-3e86-4ec7-b898-535815200048
TXT-TMP_7dc67606-8f96-4379-bf8b-2d20b85b8e1e,446.5911,75.2576,开关00082,0.6425,"rgb(255,255,255)",TXT_TMP00044137,TMP_7dc67606-8f96-4379-bf8b-2d20b85b8e1e
TXT-TMP_cbbbac80-dfce-4f21-be66-9deaf921e603,432.5285,51.0252,用户1638,0.121,"rgb(255,255,255)",TXT_TMP00046026,TMP_cbbbac80-dfce-4f21-be66-9deaf921e603
TXT-TMP_b0f8cf08-5611-404f-801d-75fd429a6548,433.864,93.0109,00000~清叫支3白1#,0.121,"rgb(255,255,255)",TXT_TMP00045058,TMP_26143f4d-fe2b-45c0-8640-2befe3efb7f5
TXT-TMP_950656bd-559c-46bb-bb4f-f23fb6e1084a,436.6815,92.5613,刀闸0142,0.121,"rgb(255,255,255)",TXT_TMP00044378,TMP_950656bd-559c-46bb-bb4f-f23fb6e1084a
TXT-TMP_218c7d23-4cc3-49e7-ada8-86a6528b4edb,441.8354,92.1685,配变2143,0.3351,"rgb(255,255,255)",TXT_TMP00046366,TMP_218c7d23-4cc3-49e7-ada8-86a6528b4edb
TXT-TMP_2ee5a7ce-6555-46ad-958d-429946520007,24.2543,70.7809,站房000025,0.1146,"rgb(255,255,255)",TXT_TMP00000224,TMP_2ee5a7ce-6555-46ad-958d-429946520007
TXT-TMP_bc141a68-2079-4e1a-985c-478a6fd99601,464.2811,70.745,00000了严2#母线,0.2065,"rgb(255,255,255)",TXT_TMP00044596,TMP_974fdb81-3a60-4775-a056-e0682fab3d52
TXT-TMP_18b31509-c2a6-42f5-9b7f-d9181f647d6f,466.2057,78.9027,00000约命了严个行者劳2#,0.2065,"rgb(255,255,255)",TXT_TMP00046562,TMP_974fdb81-3a60-4775-a056-e0682fab3d52
TXT-TMP_7c4e6452-38c3-42b1-8e80-0968e6b76d06,436.7525,82.1977,用户1639,0.1146,"rgb(255,255,255)",TXT_TMP00046025,TMP_7c4e6452-38c3-42b1-8e80-0968e6b76d06
TXT-TMP_322624bd-0707-488f-8fb6-087b7aafb555,449.5363,128.3002,00000#~LINE216_争15#,0.1491,"rgb(255,255,255)",TXT_TMP00045055,TMP_a8a6ae37-b998-43d1-8dab-709c00793f09
TXT-TMP_535a552c-a032-4eba-8544-138e57408c7e,544.9087,128.3002,00000#~LINE216_争35#,0.1491,"rgb(255,255,255)",TXT_TMP00045054,TMP_a6c3aa09-68a1-4925-8ffb-be97a3ca956d
TXT-TMP_1b06faf8-334c-4f6e-83bc-3b583cc7ebf7,492.7352,253.6392,00000#~LINE216_争71#,0.1491,"rgb(255,255,255)",TXT_TMP00045053,TMP_77c7da7a-c14b-440e-91ca-e5127888d959
TXT-TMP_cb8ef52a-4b02-48be-a4fc-0a904384bb2a,497.8582,296.1314,00000~饭想分2#,0.1491,"rgb(255,255,255)",TXT_TMP00045052,TMP_7633b82e-1c80-4b02-8c57-523fd1fe5f76
TXT-TMP_67588db6-7047-457c-90c4-87dcf8adb78f,350.4698,253.6392,TMP00132366#~LINE216_争129#,0.1491,"rgb(255,255,255)",TXT_TMP00045051,TMP_cda94a36-64f0-4271-9f9c-6d4ba4b0616c
TXT-TMP_21eb867f-475f-4596-adb8-cf43f42476c8,163.0737,253.6392,TMP00131373#~LINE216_争164#,0.1491,"rgb(255,255,255)",TXT_TMP00045050,TMP_a9760907-db65-469d-aab0-145177fdbd6e
TXT-TMP_f1fc8279-0208-4866-8b89-a327d204d652,137.3947,253.6392,TMP00131368#~界著支1#,0.1491,"rgb(255,255,255)",TXT_TMP00045049,TMP_044d1032-5e7c-48e0-83dc-429a03cf42da
TXT-TMP_73044159-0cee-4a86-9c71-921b647ed26e,70.324,253.6392,00000白7#~界著支26白8#,0.1491,"rgb(255,255,255)",TXT_TMP00045048,TMP_5b21cf6a-e12f-43da-bf14-e9510fdccc3b
TXT-TMP_46170432-fedd-4e64-85f7-cdcea9475d17,176.0887,248.3149,00000~清开分2#,0.1491,"rgb(255,255,255)",TXT_TMP00045047,TMP_5971cf03-2278-4d9d-a8da-26cdf23dc35c
TXT-TMP_e7a7c96b-ffa6-4e9d-89e8-c452bf880b78,203.8588,260.0258,TMP00131368#~五海分1#,0.1491,"rgb(255,255,255)",TXT_TMP00045046,TMP_b83a07d5-b380-43ca-bc4b-b975dca5bb93
TXT-TMP_ef1312c9-3e23-4b99-a256-99dee58145cd,264.5422,255.8078,00000~士诉分2#,0.1491,"rgb(255,255,255)",TXT_TMP00045045,TMP_98156dc3-44cd-47f2-b6c3-a41442362d7b
TXT-TMP_b224ef74-1332-4ac4-bbff-55cd0a17af02,383.3825,314.6054,00000#~亮败支1#,0.1491,"rgb(255,255,255)",TXT_TMP00045044,TMP_abe6ca7d-928a-46aa-860c-d611e872401f
TXT-TMP_8badd9bb-bc82-4425-bc1d-efe927d3327d,379.431,297.9525,00000~如败支2#,0.1491,"rgb(255,255,255)",TXT_TMP00045043,TMP_a039096d-5b54-4148-8c63-44f9ef9fdc9c
TXT-TMP_1bbf9796-50eb-47f0-b3de-c389c6259592,367.4232,289.3459,00000#~从地支1#,0.1491,"rgb(255,255,255)",TXT_TMP00045042,TMP_cda94a36-64f0-4271-9f9c-6d4ba4b0616c
TXT-TMP_415d834e-185f-44ef-9e09-dbca8fca63c2,426.6274,249.3062,TMP00131368#~LINE216_争106白1#,0.1491,"rgb(255,255,255)",TXT_TMP00045041,TMP_c5dc9be5-510f-4d53-bc23-c2eb8613991c
TXT-TMP_3abd9aa5-1071-4f78-a948-54990ffb0b21,536.1456,123.9989,00000#~奇广分1#,0.1491,"rgb(255,255,255)",TXT_TMP00045040,TMP_57c390ef-a8e5-4412-b608-28a7202b72b9
TXT-TMP_cf55cbc9-670f-4396-8e52-f4ad03a2ac2c,488.0342,133.4568,00000#~约叫败分2#,0.1491,"rgb(255,255,255)",TXT_TMP00045039,TMP_7441e77b-7efe-43da-bad0-3b502452bd7f
TXT-TMP_f1dc0e21-d9b3-4db2-ba1f-3166ebd77bfa,501.364,163.6533,TMP00131368#~约叫败分27#,0.1491,"rgb(255,255,255)",TXT_TMP00045038,TMP_7441e77b-7efe-43da-bad0-3b502452bd7f
TXT-TMP_f52d9f6a-ffb9-4fb5-8b03-fb189c10d30e,465.0737,130.6053,TMP00131599LINE216_争24电缆次,1.1265,"rgb(255,255,255)",TXT_TMP00045037,TMP_a8a6ae37-b998-43d1-8dab-709c00793f09
TXT-TMP_2d9b0ebc-b909-439a-a74f-aaa7c4f8194a,553.0451,130.6053,TMP00131599LINE216_争37电缆次,1.1265,"rgb(255,255,255)",TXT_TMP00045036,TMP_a6c3aa09-68a1-4925-8ffb-be97a3ca956d
TXT-TMP_4cf18cb6-20f4-4f20-bf5e-63a091da6b81,460.6921,271.809,00000终端头510736-站外-电缆终端头510737,0.1491,"rgb(255,255,255)",TXT_TMP00045034,TMP_850e70ee-85c4-4693-871d-61c50c6d5147
TXT-TMP_3882e362-c287-4d79-8107-ae52a0244e46,105.7033,243.7876,00000终端头510981-站外-电缆终端头510982,0.1491,"rgb(255,255,255)",TXT_TMP00045033,TMP_5b21cf6a-e12f-43da-bf14-e9510fdccc3b
TXT-TMP_945fa2da-5c16-402f-97d5-e14c5b63556b,175.8035,173.3493,00000终端头510956-站外-电缆终端头510957,0.1491,"rgb(255,255,255)",TXT_TMP00045032,TMP_49e646cc-0a2c-485e-aa18-4d10a178af42
TXT-TMP_8edb1b79-8ce3-4ca9-81d4-0eccf87426a4,161.921,233.6968,00000终端头510949-站外-电缆终端头510950,0.1491,"rgb(255,255,255)",TXT_TMP00045031,TMP_044d1032-5e7c-48e0-83dc-429a03cf42da
TXT-TMP_dc5e6af4-7fe8-4bd7-b2b0-7b7f1c95bbd7,266.4611,293.3074,00000终端头510879-站外-电缆终端头510880,0.1491,"rgb(255,255,255)",TXT_TMP00045030,TMP_1054f75a-369a-4817-af47-48c9273f90dd
TXT-TMP_10cb105c-fb6e-4ece-b2ce-9c666790b62b,375.5823,360.1084,TMP00131599能半分58电缆次,1.1265,"rgb(255,255,255)",TXT_TMP00045029,TMP_14b58733-759c-4892-81b5-72af8a198ec3
TXT-TMP_52eb2dd1-a12b-4166-999b-0bd1f1174aa5,374.7425,393.1609,00000终端头510876-站外-电缆终端头510877,0.1491,"rgb(255,255,255)",TXT_TMP00045028,TMP_00022728-3a68-4082-9f9d-cb8e629d8c95
TXT-TMP_4fbb41ec-39ad-4c9f-84b6-4240f6e0476b,440.4872,316.9105,TMP00131599亮败支29电缆次,1.1265,"rgb(255,255,255)",TXT_TMP00045027,TMP_0850141f-78c7-4626-a591-1816d72c4499
TXT-TMP_d4ade46d-f6f1-4884-bb86-3381e6c061a2,453.9044,241.7327,00000终端头510779-站外-电缆终端头510761,0.1491,"rgb(255,255,255)",TXT_TMP00045025,TMP_c5dc9be5-510f-4d53-bc23-c2eb8613991c
TXT-TMP_85c8c601-3a32-47fa-bdb7-250660389b82,523.7732,271.7624,00000终端头604736-站外-电缆终端头604737,0.1491,"rgb(255,255,255)",TXT_TMP00045024,TMP_77c7da7a-c14b-440e-91ca-e5127888d959
TXT-TMP_f7e7666d-efb8-45be-84e7-d59998f175fd,536.2989,103.7305,00000终端头510685-站外-电缆终端头510702,0.1491,"rgb(255,255,255)",TXT_TMP00045023,TMP_57c390ef-a8e5-4412-b608-28a7202b72b9
TXT-TMP_e3a07a4b-be96-471f-a5e3-143c602bbecd,500.568,152.2595,00000终端头510803-站外-电缆终端头510804,0.1491,"rgb(255,255,255)",TXT_TMP00045022,TMP_7441e77b-7efe-43da-bad0-3b502452bd7f
TXT-TMP_078d02cd-141c-400c-94b5-a53b80445b5c,471.5923,111.6671,00000终端头510692-站外-电缆终端头510693,0.1491,"rgb(255,255,255)",TXT_TMP00045021,TMP_a8a6ae37-b998-43d1-8dab-709c00793f09
TXT-TMP_56397850-b06d-4785-ae54-5b4c5fc50892,456.7716,128.3002,TMP00132954#,0.1491,"rgb(255,255,255)",TXT_TMP00045019,TMP_a8a6ae37-b998-43d1-8dab-709c00793f09
TXT-TMP_6b20d2d9-462a-4d5f-a61b-4b563e02aa0a,488.0342,128.7925,00000#~约叫败分1#,0.1491,"rgb(255,255,255)",TXT_TMP00045015,TMP_a8a6ae37-b998-43d1-8dab-709c00793f09
TXT-TMP_5e349a56-f529-4129-90fd-84bf212f1608,536.4278,128.3002,00000#~LINE216_争33#,0.1491,"rgb(255,255,255)",TXT_TMP00045014,TMP_941fd7b3-8bb6-4fe1-9de9-e50e55472a5e
TXT-TMP_fa70ceed-a44a-44d0-b4af-29deabb4498e,537.9019,128.3002,00000#~LINE216_争34#,0.1491,"rgb(255,255,255)",TXT_TMP00045013,TMP_941fd7b3-8bb6-4fe1-9de9-e50e55472a5e
TXT-TMP_bad826f7-81ef-48b1-88f8-fe91eb2e24fc,555.6115,253.6392,00000#~LINE216_争38#,0.1491,"rgb(255,255,255)",TXT_TMP00045011,TMP_fc491a72-0ee0-4693-869e-47a1ebbfb182
TXT-TMP_cd8f1f14-ed7c-4103-bae6-2211bc293a27,553.8155,253.6392,00000#~LINE216_争39#,0.1491,"rgb(255,255,255)",TXT_TMP00045010,TMP_fc491a72-0ee0-4693-869e-47a1ebbfb182
TXT-TMP_a7341b45-86bf-4bc6-a468-e9496b848fb0,552.3414,253.6392,TMP00132954#,0.1491,"rgb(255,255,255)",TXT_TMP00045009,TMP_fc491a72-0ee0-4693-869e-47a1ebbfb182
TXT-TMP_6d07a974-e02d-403b-845d-5c3061abefa8,545.1061,253.6392,00000#~LINE216_争46#,0.1491,"rgb(255,255,255)",TXT_TMP00045008,TMP_fc491a72-0ee0-4693-869e-47a1ebbfb182
TXT-TMP_b9123835-79e5-43d4-aea1-9379ebbf342f,543.3101,253.6392,00000#~LINE216_争47#,0.1491,"rgb(255,255,255)",TXT_TMP00045007,TMP_9a115517-7106-4fe3-8ae8-d12b6445cba5
TXT-TMP_f3d96d94-36c4-40fd-9aec-2bd9ae3dc377,541.8359,253.6392,TMP00132366#,0.1491,"rgb(255,255,255)",TXT_TMP00045006,TMP_9a115517-7106-4fe3-8ae8-d12b6445cba5
TXT-TMP_f65e3f7a-ff2b-400a-90aa-6b586f162002,531.8647,253.6392,00000#~LINE216_争54#,0.1491,"rgb(255,255,255)",TXT_TMP00045003,TMP_77c7da7a-c14b-440e-91ca-e5127888d959
TXT-TMP_a003d15b-1456-4589-9982-826e2111634d,528.4595,253.6392,TMP00131372#,0.1491,"rgb(255,255,255)",TXT_TMP00045002,TMP_77c7da7a-c14b-440e-91ca-e5127888d959
TXT-TMP_c3a9c29b-7812-4879-a8c7-f1e2c24b521b,520.3358,253.6392,00000#~LINE216_争58#,0.1491,"rgb(255,255,255)",TXT_TMP00045001,TMP_77c7da7a-c14b-440e-91ca-e5127888d959
TXT-TMP_81247a26-d07e-4554-9de1-81fcfe758077,524.6229,298.6416,00000间1#~饭想分19#,0.1491,"rgb(255,255,255)",TXT_TMP00044982,TMP_84111d19-51e9-4ca0-bc49-4e25cbac2048
TXT-TMP_13682191-cecc-40ad-8d75-4650820c1f14,581.8441,299.1338,00000#~饭想分44白1#,0.1491,"rgb(255,255,255)",TXT_TMP00044966,TMP_c7bfb5a3-e7a4-4226-b153-f35910a79812
TXT-TMP_8c295c26-e2ba-465c-b6f0-391dd62b7227,597.434,298.6416,00000#~饭想分52#,0.1491,"rgb(255,255,255)",TXT_TMP00044960,TMP_c7bfb5a3-e7a4-4226-b153-f35910a79812
TXT-TMP_0ab86b4a-8b47-4fea-81a0-2a5a21773fa5,538.1163,322.7969,00000#~饭陈支20#,0.1491,"rgb(255,255,255)",TXT_TMP00044933,TMP_e06d16f5-8bc7-4435-a7d1-52ceff84b239
TXT-TMP_ba65b064-b929-41ad-8362-2ff948688ba2,542.257,304.7247,00000~饭陈支5白1#,0.1491,"rgb(255,255,255)",TXT_TMP00044921,TMP_c5b9d6f9-4346-42cd-b236-3780a11e0443
TXT-TMP_e33651b2-a40a-4d6a-960e-2becb9bd60c2,548.4823,304.7247,TMP00131372#~饭陈支5白6#,0.1491,"rgb(255,255,255)",TXT_TMP00044919,TMP_c5b9d6f9-4346-42cd-b236-3780a11e0443
TXT-TMP_0380b1ef-7573-4e39-8141-ed4b3745d899,483.4667,253.6392,00000#~LINE216_争72#,0.1491,"rgb(255,255,255)",TXT_TMP00044916,TMP_77c7da7a-c14b-440e-91ca-e5127888d959
TXT-TMP_75115af4-ea1b-4f59-adf8-c467f27cdb59,474.2487,253.6392,TMP00132954#,0.1491,"rgb(255,255,255)",TXT_TMP00044914,TMP_850e70ee-85c4-4693-871d-61c50c6d5147
TXT-TMP_a2e2ceeb-b40f-4bd1-a8b3-5438c79bd176,466.1828,253.6392,TMP00131366#,0.1491,"rgb(255,255,255)",TXT_TMP00044912,TMP_850e70ee-85c4-4693-871d-61c50c6d5147
TXT-TMP_b6d9cb51-3884-4440-9289-8561abbc2974,422.5388,253.6392,TMP00133260#,0.1491,"rgb(255,255,255)",TXT_TMP00044899,TMP_c5dc9be5-510f-4d53-bc23-c2eb8613991c
TXT-TMP_78631f92-f8e0-414e-98dc-bda7d30d9b33,411.3573,253.6392,TMP00132978#~LINE216_争110#,0.1491,"rgb(255,255,255)",TXT_TMP00044898,TMP_c5dc9be5-510f-4d53-bc23-c2eb8613991c
TXT-TMP_56cf0c2b-1f90-4c5e-9e5a-73125806c431,386.5806,253.6392,TMP00131372#~LINE216_争116#,0.1491,"rgb(255,255,255)",TXT_TMP00044893,TMP_a039096d-5b54-4148-8c63-44f9ef9fdc9c
TXT-TMP_bced79a4-35ea-4f97-b85f-bf68249e8a2f,384.9456,253.6392,TMP00314797#,0.1491,"rgb(255,255,255)",TXT_TMP00044891,TMP_a039096d-5b54-4148-8c63-44f9ef9fdc9c
TXT-TMP_1e8705da-51a5-4b8d-8baf-d6bb126fb970,264.5422,254.1314,TMP00131371#~士诉分1#,0.1491,"rgb(255,255,255)",TXT_TMP00044872,TMP_98156dc3-44cd-47f2-b6c3-a41442362d7b
TXT-TMP_4dc18b7f-c029-49fa-9c4b-472938dc0010,264.5422,252.6573,TMP00131371#~LINE216_争134白1,0.1491,"rgb(255,255,255)",TXT_TMP00044871,TMP_98156dc3-44cd-47f2-b6c3-a41442362d7b
TXT-TMP_182ac18f-453d-450e-ad8a-bbb1da5aa779,230.4057,254.4533,TMP00132954#-火育象数线,0.1491,"rgb(255,255,255)",TXT_TMP00044862,TMP_04c676f3-a4ef-44a6-9a79-62494c1f5b2a
TXT-TMP_3207c56a-c860-41f1-8e91-d99e542f919d,224.8172,253.6392,TMP00314855#,0.1491,"rgb(255,255,255)",TXT_TMP00044861,TMP_b83a07d5-b380-43ca-bc4b-b975dca5bb93
TXT-TMP_7863bd78-b8e2-44ec-985f-8557531af9d9,212.6702,253.6392,TMP00131372#~LINE216_争146#,0.1491,"rgb(255,255,255)",TXT_TMP00044860,TMP_b83a07d5-b380-43ca-bc4b-b975dca5bb93
TXT-TMP_533d048f-2d90-440a-af00-88583388b60e,202.8278,253.6392,TMP00314861#,0.1491,"rgb(255,255,255)",TXT_TMP00044858,TMP_b83a07d5-b380-43ca-bc4b-b975dca5bb93
TXT-TMP_47d1e660-5298-4b10-ab88-d04386edd7b7,200.3623,253.6392,TMP00314867#,0.1491,"rgb(255,255,255)",TXT_TMP00044856,TMP_b83a07d5-b380-43ca-bc4b-b975dca5bb93
TXT-TMP_f9cbd816-7c7f-438b-9a4a-41fcf6bb6ca8,176.0887,252.9792,TMP00131374#~清开分1#,0.1491,"rgb(255,255,255)",TXT_TMP00044854,TMP_5971cf03-2278-4d9d-a8da-26cdf23dc35c
TXT-TMP_d036cfb3-2246-4203-884c-57557b8fec17,127.8087,253.6392,00000~界著列7#,0.1491,"rgb(255,255,255)",TXT_TMP00044844,TMP_43b8faf9-17c4-4d75-85e7-e0e92d381975
TXT-TMP_aa1b0de4-fcbc-45f3-a242-d729bcf78739,81.5896,253.6392,00000#~界著支26白1#,0.1491,"rgb(255,255,255)",TXT_TMP00044831,TMP_5b21cf6a-e12f-43da-bf14-e9510fdccc3b
TXT-TMP_b6f8efe0-b5ae-4c96-9e1a-c6dc24ad5209,225.8482,221.968,00000#.~多列分25#,0.1491,"rgb(255,255,255)",TXT_TMP00044799,TMP_b83a07d5-b380-43ca-bc4b-b975dca5bb93
TXT-TMP_9811c1e0-cfff-43f8-85ea-44eba19c0461,264.5422,260.2982,00000~士诉分3#,0.1491,"rgb(255,255,255)",TXT_TMP00044792,TMP_98156dc3-44cd-47f2-b6c3-a41442362d7b
TXT-TMP_4eba32ce-b8f0-47de-89cd-4dc0166f59ce,371.3051,268.6025,00000~能半分7白1#,0.1491,"rgb(255,255,255)",TXT_TMP00044784,TMP_cda94a36-64f0-4271-9f9c-6d4ba4b0616c
TXT-TMP_e19639bb-9d0d-4ee5-aace-474bb1f2bbc3,371.3051,279.4298,00000#~能半分16白1#,0.1491,"rgb(255,255,255)",TXT_TMP00044781,TMP_cda94a36-64f0-4271-9f9c-6d4ba4b0616c
TXT-TMP_029496ef-99d8-4b32-8aef-1cb046b56389,373.262,297.9525,00000#~如败支1#,0.1491,"rgb(255,255,255)",TXT_TMP00044775,TMP_a039096d-5b54-4148-8c63-44f9ef9fdc9c
TXT-TMP_fece6b1b-1e10-43b5-a77a-619d4f9feb0c,372.497,365.7742,TMP00132978#,0.1491,"rgb(255,255,255)",TXT_TMP00044763,TMP_8a5dc6f8-dca1-4649-9379-f756c5ee1ae5
TXT-TMP_93094b2c-715a-4c71-9587-a9d82c139ab0,372.497,368.0787,00000#-能半支60#数线,0.1491,"rgb(255,255,255)",TXT_TMP00044762,TMP_8a5dc6f8-dca1-4649-9379-f756c5ee1ae5
TXT-TMP_3d4f5b03-38a5-4bc3-bc75-7a4d8321291b,422.8124,314.6054,00000#~亮败列20#,0.1491,"rgb(255,255,255)",TXT_TMP00045899,TMP_a2a8700d-3285-4f45-8cd6-5a8da5aee9b3
TXT-TMP_c25f0265-817c-42e5-ace9-0678e36fe49d,426.9128,314.6054,00000#~亮败列23#,0.1491,"rgb(255,255,255)",TXT_TMP00045897,TMP_0850141f-78c7-4626-a591-1816d72c4499
TXT-TMP_49dbd5af-2218-4ade-8bb2-8ac2b6a826d2,433.6397,314.6054,00000#~亮败支28#,0.1491,"rgb(255,255,255)",TXT_TMP00045895,TMP_0850141f-78c7-4626-a591-1816d72c4499
TXT-TMP_54a0e02c-cb1c-409f-a82b-90c6a7b9a6e5,357.4427,289.3459,00000~从地支9#,0.1491,"rgb(255,255,255)",TXT_TMP00045887,TMP_cda94a36-64f0-4271-9f9c-6d4ba4b0616c
TXT-TMP_cf81f6a8-6bf3-4d69-a1ac-065e9e2cf4a2,311.848,289.3459,00000#~从地支36#,0.1491,"rgb(255,255,255)",TXT_TMP00045878,TMP_29a287a4-9ef7-4463-a03f-b932c69852bb
TXT-TMP_eb0661d9-d933-4f22-bb48-c21d399d9e9a,290.483,289.3459,00000#~从地支47#,0.1491,"rgb(255,255,255)",TXT_TMP00045873,TMP_29a287a4-9ef7-4463-a03f-b932c69852bb
